delivery_id,city,customer_id,scheduled_datetime,delivered_datetime,status,delay_minutes,carrier,distance_km,weight_kg
D00058,Gqeberha,11191,6/11/2025 14:00,6/12/2025 6:45,Delivered,0,RoadRunner,1222,4.5
D00059,Johannesburg,19580,5/1/2025 11:00,5/1/2025 20:46,Delivered,27,SkyDrop,1098,35.6
D00060,Cape Town,15301,6/8/2025 16:00,6/9/2025 4:53,Delivered,0,MegaHaul,43,22
D00061,Johannesburg,19435,6/27/2025 9:00,6/27/2025 17:55,Delivered,0,RoadRunner,899,32.6
D00062,Pretoria,10504,6/29/2025 6:00,6/29/2025 21:36,Delivered,53,SwiftX,1145,48.2
D00063,Johannesburg,16316,6/16/2025 10:00,6/16/2025 12:57,Delivered,38,MegaHaul,1430,8.7
D00064,Johannesburg,13486,5/1/2025 10:00,5/2/2025 8:22,Delivered,0,SkyDrop,975,14.4
D00065,Bloemfontein,18549,5/12/2025 13:00,5/13/2025 1:29,Delivered,22,MegaHaul,1150,9.8
D00066,Cape Town,17483,6/19/2025 17:00,6/20/2025 6:18,Delivered,7,RoadRunner,963,27
D00067,Cape Town,12779,6/17/2025 8:00,6/18/2025 6:16,Delivered,0,MegaHaul,887,36.4
D00068,Durban,10009,6/25/2025 7:00,6/26/2025 5:14,Delivered,0,RoadRunner,1147,20.9
D00069,Pretoria,18415,6/16/2025 6:00,6/16/2025 21:12,Delivered,0,RoadRunner,1245,48.5
D00070,Gqeberha,14000,6/3/2025 14:00,6/4/2025 10:15,Delivered,33,SwiftX,775,28
D00071,Pretoria,14809,5/10/2025 8:00,5/11/2025 6:04,Delivered,96,SwiftX,461,6.9
D00072,Bloemfontein,17939,5/1/2025 6:00,5/1/2025 15:07,Delivered,0,SwiftX,1376,13.8
D00073,Johannesburg,18865,6/23/2025 11:00,6/24/2025 1:16,Delivered,26,RoadRunner,393,4.9
D00074,Pretoria,14719,6/16/2025 12:00,6/17/2025 9:30,Delivered,0,SwiftX,582,40.3
D00075,Gqeberha,16881,6/7/2025 7:00,6/7/2025 9:37,Delivered,0,MegaHaul,1363,22.2
D00076,Gqeberha,14261,6/2/2025 13:00,6/3/2025 13:44,Delivered,66,MegaHaul,763,26.4
D00077,Pretoria,17043,5/10/2025 13:00,5/11/2025 12:33,Delivered,0,SwiftX,988,2.8
D00078,Durban,14300,6/12/2025 16:00,6/12/2025 19:24,Delivered,34,RoadRunner,364,35
D00079,Cape Town,13266,5/27/2025 7:00,5/27/2025 9:00,Delivered,0,MegaHaul,1431,41.2
D00080,Cape Town,13900,5/22/2025 10:00,5/23/2025 0:57,Delivered,0,RoadRunner,550,6.9
D00081,Cape Town,17240,5/26/2025 14:00,5/26/2025 15:46,Delivered,0,SkyDrop,243,25.8
D00082,Johannesburg,13644,5/17/2025 15:00,5/18/2025 5:23,Delivered,0,MegaHaul,629,30.1
D00083,Bloemfontein,10638,6/25/2025 11:00,6/25/2025 20:45,Delivered,0,SkyDrop,82,23.4
D00084,Pretoria,15126,5/3/2025 12:00,5/4/2025 1:29,Delivered,0,RoadRunner,1302,22.6
D00085,Durban,18152,6/24/2025 10:00,6/24/2025 11:39,Delivered,12,SkyDrop,1301,11
D00086,Cape Town,14632,5/17/2025 9:00,5/17/2025 10:24,Delivered,0,MegaHaul,71,32.6
D00087,Cape Town,14206,5/22/2025 7:00,5/22/2025 18:22,Delivered,0,MegaHaul,1397,28.4
D00088,Cape Town,12739,5/26/2025 7:00,5/26/2025 13:14,Delivered,0,SwiftX,1405,12.2
D00089,Johannesburg,11605,6/24/2025 9:00,6/25/2025 8:53,Delivered,0,RoadRunner,827,42.2
D00090,Johannesburg,11063,6/6/2025 9:00,6/7/2025 1:19,Delivered,0,SkyDrop,1350,29
D00091,Gqeberha,18837,6/23/2025 6:00,6/23/2025 15:23,Delivered,0,SkyDrop,578,46.5
D00092,Durban,16316,6/13/2025 10:00,6/13/2025 16:25,Delivered,0,MegaHaul,840,21.6
D00093,Durban,16283,6/16/2025 6:00,6/16/2025 8:29,Delivered,0,SwiftX,143,46.6
D00094,Cape Town,13744,5/6/2025 7:00,5/6/2025 8:09,Delivered,0,SkyDrop,1196,40.6
D00095,Johannesburg,12832,5/9/2025 16:00,5/10/2025 8:39,Delivered,29,SwiftX,1447,17.8
D00096,Bloemfontein,10235,6/19/2025 10:00,6/19/2025 17:15,Delivered,0,RoadRunner,592,19.3
D00097,Bloemfontein,15951,5/29/2025 13:00,5/30/2025 4:32,Delivered,0,MegaHaul,802,41.3
D00098,Johannesburg,17546,5/14/2025 15:00,5/15/2025 1:42,Delivered,9,SkyDrop,300,22.9
D00099,Pretoria,17804,6/7/2025 6:00,6/8/2025 1:23,Delivered,57,MegaHaul,997,12
D00100,Gqeberha,14033,5/14/2025 10:00,5/14/2025 12:43,Delivered,0,SkyDrop,202,47
D00101,Durban,15567,6/21/2025 6:00,6/21/2025 14:57,Delivered,0,MegaHaul,424,49.9
D00102,Pretoria,10950,6/2/2025 9:00,6/2/2025 19:57,Delivered,0,SwiftX,521,43.9
D00103,Cape Town,16028,5/31/2025 9:00,5/31/2025 13:35,Delivered,0,RoadRunner,19,40
D00104,Johannesburg,12371,5/12/2025 7:00,5/12/2025 9:34,Delivered,0,SkyDrop,1320,36
D00105,Durban,16166,6/16/2025 15:00,6/16/2025 21:01,Delivered,0,MegaHaul,222,29.5
D00106,Durban,17790,6/9/2025 17:00,6/10/2025 5:22,Delivered,0,SwiftX,360,46
D00107,Pretoria,15959,6/11/2025 6:00,6/11/2025 17:03,Delivered,0,SwiftX,424,6.7
D00108,Bloemfontein,14021,6/24/2025 8:00,6/25/2025 0:35,Delivered,0,SkyDrop,1459,3.2
D00109,Cape Town,16456,6/22/2025 15:00,6/23/2025 7:36,Delivered,0,MegaHaul,248,27.1
D00110,Gqeberha,18070,5/18/2025 16:00,5/18/2025 23:57,Delivered,0,RoadRunner,644,11.6
D00111,Cape Town,11205,5/24/2025 14:00,5/25/2025 11:13,Delivered,10,SkyDrop,67,14.2
D00112,Johannesburg,15588,6/18/2025 12:00,6/19/2025 3:08,Delivered,0,RoadRunner,693,28.1
D00113,Gqeberha,19916,6/9/2025 6:00,6/9/2025 12:26,Delivered,0,SkyDrop,1169,20.2
D00114,Cape Town,18914,6/1/2025 6:00,6/1/2025 14:55,Delivered,47,MegaHaul,1172,28.5
D00115,Johannesburg,15490,6/16/2025 7:00,6/16/2025 11:13,Delivered,0,RoadRunner,951,8.2
D00116,Johannesburg,18038,5/3/2025 15:00,5/3/2025 18:41,Delivered,0,SwiftX,91,49
D00117,Gqeberha,10832,6/26/2025 12:00,6/26/2025 20:22,Delivered,0,SkyDrop,1257,9.3
D00118,Durban,17970,6/1/2025 13:00,6/2/2025 8:21,Delivered,0,SkyDrop,818,41.6
D00119,Cape Town,16612,5/14/2025 12:00,5/15/2025 5:43,Delivered,60,SwiftX,334,4.7
D00120,Johannesburg,13695,5/19/2025 9:00,5/20/2025 7:48,Delivered,0,SkyDrop,1414,18.5
D00121,Johannesburg,10804,6/7/2025 14:00,6/8/2025 11:49,Delivered,0,MegaHaul,858,39.1
D00122,Johannesburg,12679,6/28/2025 12:00,6/28/2025 15:07,Delivered,0,RoadRunner,1143,25.9
D00123,Pretoria,18428,5/25/2025 12:00,5/26/2025 9:24,Delivered,0,RoadRunner,809,1.4
D00124,Gqeberha,15475,6/10/2025 11:00,6/10/2025 12:33,Delivered,0,SwiftX,1181,25.1
D00125,Pretoria,18041,5/22/2025 10:00,5/22/2025 11:26,Delivered,0,SwiftX,650,36.7
D00126,Johannesburg,16136,6/22/2025 12:00,6/23/2025 4:05,Delivered,0,SwiftX,926,20.5
D00127,Pretoria,14225,6/29/2025 11:00,6/30/2025 2:02,Delivered,24,RoadRunner,1399,12.6
D00128,Cape Town,17679,6/5/2025 6:00,6/5/2025 10:06,Delivered,0,MegaHaul,627,47.7
D00129,Johannesburg,15408,6/27/2025 9:00,6/28/2025 0:35,Delivered,125,MegaHaul,1272,3
D00130,Cape Town,16122,6/3/2025 14:00,6/3/2025 17:33,Delivered,0,SwiftX,1245,35.4
D00131,Durban,17970,5/3/2025 7:00,5/4/2025 4:52,Delivered,0,SwiftX,1463,14
D00132,Durban,19828,6/13/2025 16:00,6/14/2025 6:53,Delivered,17,SkyDrop,16,27.3
D00133,Gqeberha,12708,5/17/2025 12:00,5/17/2025 19:13,Delivered,0,MegaHaul,1228,12.9
D00134,Cape Town,13993,6/10/2025 15:00,6/10/2025 17:30,Delivered,44,SkyDrop,1044,46.3
D00135,Johannesburg,13157,6/27/2025 12:00,6/27/2025 18:34,Delivered,0,SwiftX,141,10
D00136,Johannesburg,11500,5/18/2025 9:00,5/19/2025 3:21,Delivered,107,SkyDrop,1187,18.6
D00137,Durban,10130,6/6/2025 16:00,6/7/2025 9:08,Delivered,33,SwiftX,987,3.7
D00138,Cape Town,15468,5/22/2025 14:00,5/23/2025 4:01,Delivered,60,SwiftX,1478,1.7
D00139,Gqeberha,14346,6/24/2025 7:00,6/25/2025 1:54,Delivered,12,RoadRunner,33,38.5
D00140,Cape Town,10271,6/25/2025 17:00,6/26/2025 15:11,Delivered,9,SwiftX,344,37
D00141,Johannesburg,11165,6/25/2025 7:00,6/25/2025 13:23,Delivered,0,SkyDrop,297,2.6
D00142,Johannesburg,12632,5/15/2025 6:00,5/16/2025 5:47,Delivered,0,RoadRunner,191,47.5
D00143,Pretoria,14805,6/8/2025 13:00,6/9/2025 12:22,Delivered,0,SkyDrop,15,45.2
D00144,Bloemfontein,15690,5/8/2025 9:00,5/9/2025 8:13,Delivered,0,SkyDrop,1394,11.9
D00145,Johannesburg,10936,6/18/2025 15:00,6/18/2025 20:18,Delivered,0,RoadRunner,58,48.5
D00146,Gqeberha,11913,6/18/2025 16:00,6/18/2025 23:58,Delivered,0,SkyDrop,66,49.8
D00147,Gqeberha,14876,6/25/2025 14:00,6/25/2025 20:28,Delivered,0,SkyDrop,1385,5
D00148,Gqeberha,19179,5/29/2025 14:00,5/30/2025 11:18,Delivered,0,SkyDrop,1360,2.3
D00149,Cape Town,19610,6/28/2025 7:00,6/29/2025 0:44,Delivered,21,SwiftX,41,11.4
D00150,Pretoria,15068,5/17/2025 7:00,5/18/2025 1:43,Delivered,0,SwiftX,322,29.8
D00151,Gqeberha,16183,5/27/2025 6:00,5/28/2025 4:25,Delivered,0,MegaHaul,340,33.1
D00152,Gqeberha,11704,5/13/2025 16:00,5/14/2025 2:16,Delivered,0,SkyDrop,1198,5.7
D00153,Pretoria,16150,5/5/2025 16:00,5/6/2025 2:16,Delivered,0,MegaHaul,1059,41.4
D00154,Johannesburg,13741,6/8/2025 7:00,6/8/2025 13:55,Delivered,0,SkyDrop,593,25.6
D00155,Johannesburg,19882,6/18/2025 14:00,6/18/2025 15:27,Delivered,11,MegaHaul,471,38.2
D00156,Durban,11435,6/29/2025 10:00,6/30/2025 3:28,Delivered,0,MegaHaul,920,34.6
D00157,Johannesburg,11040,5/12/2025 11:00,5/12/2025 18:40,Delivered,0,SkyDrop,709,3.4
D00158,Johannesburg,12353,5/14/2025 17:00,5/15/2025 7:09,Delivered,27,RoadRunner,385,19.5
D00159,Johannesburg,17813,6/16/2025 8:00,6/16/2025 16:38,Delivered,0,SwiftX,1458,23.7
D00160,Bloemfontein,16540,6/10/2025 12:00,6/11/2025 10:34,Delivered,0,SkyDrop,161,15.3
D00161,Gqeberha,13155,5/22/2025 16:00,5/23/2025 7:08,Delivered,0,SkyDrop,1468,21.9
D00162,Bloemfontein,14179,5/6/2025 8:00,5/7/2025 7:17,Delivered,57,MegaHaul,1191,2
D00163,Durban,15390,6/13/2025 16:00,6/14/2025 11:57,Delivered,54,MegaHaul,1337,8.1
D00164,Cape Town,16342,5/3/2025 17:00,5/4/2025 5:32,Delivered,0,RoadRunner,382,31
D00165,Pretoria,11875,6/5/2025 14:00,6/6/2025 7:56,Delivered,0,SwiftX,390,40
D00166,Cape Town,14167,5/21/2025 7:00,5/22/2025 7:29,Delivered,66,SwiftX,611,36.2
D00167,Durban,12043,6/7/2025 14:00,6/8/2025 4:07,Delivered,9,SwiftX,893,28.8
D00168,Johannesburg,12720,5/10/2025 13:00,5/10/2025 18:04,Delivered,3,RoadRunner,6,26.9
D00169,Gqeberha,16732,6/21/2025 15:00,6/22/2025 8:13,Delivered,56,RoadRunner,110,8.8
D00170,Johannesburg,18508,5/3/2025 16:00,5/3/2025 17:08,Delivered,0,SkyDrop,1387,30.8
D00171,Cape Town,15383,5/8/2025 7:00,5/9/2025 6:21,Delivered,0,MegaHaul,115,40.8
D00172,Johannesburg,10207,5/4/2025 11:00,5/5/2025 10:17,Delivered,0,MegaHaul,899,32.4
D00173,Durban,14109,5/11/2025 7:00,5/12/2025 0:53,Delivered,0,RoadRunner,913,24.2
D00174,Durban,13638,6/15/2025 9:00,6/15/2025 22:06,Delivered,42,SkyDrop,313,33.1
D00175,Cape Town,17057,5/19/2025 11:00,5/19/2025 21:08,Delivered,0,RoadRunner,877,24.9
D00176,Johannesburg,16236,6/23/2025 6:00,6/23/2025 22:37,Delivered,35,SkyDrop,961,42.4
D00177,Durban,19579,5/20/2025 17:00,5/20/2025 21:16,Delivered,45,MegaHaul,951,29.1
D00178,Cape Town,15631,6/5/2025 7:00,6/5/2025 13:34,Delivered,0,SwiftX,299,14.2
D00179,Durban,14732,5/12/2025 8:00,5/13/2025 6:00,Delivered,0,RoadRunner,798,35.9
D00180,Gqeberha,19131,5/14/2025 7:00,5/14/2025 14:58,Delivered,44,SkyDrop,1009,22.1
D00181,Johannesburg,11646,5/14/2025 13:00,5/14/2025 17:50,Delivered,0,SwiftX,895,16
D00182,Cape Town,19444,5/5/2025 6:00,5/5/2025 15:11,Delivered,32,SkyDrop,305,12.2
D00183,Johannesburg,10629,5/14/2025 15:00,5/15/2025 6:03,Delivered,0,RoadRunner,1285,22.7
D00184,Durban,16656,6/26/2025 11:00,6/27/2025 10:40,Delivered,53,MegaHaul,169,39.2
D00185,Pretoria,12203,6/16/2025 11:00,6/16/2025 23:27,Delivered,68,MegaHaul,338,3.3
D00186,Durban,10281,5/29/2025 6:00,5/29/2025 9:25,Delivered,27,MegaHaul,1040,7.8
D00187,Bloemfontein,15370,6/12/2025 7:00,6/12/2025 11:36,Delivered,0,MegaHaul,1213,29.2
D00188,Johannesburg,13249,5/23/2025 17:00,5/24/2025 15:57,Delivered,0,SkyDrop,388,7.1
D00189,Johannesburg,10891,6/24/2025 13:00,6/25/2025 12:44,Delivered,0,RoadRunner,521,48.2
D00190,Johannesburg,15238,5/26/2025 16:00,5/26/2025 20:29,Delivered,96,SwiftX,307,28.7
D00191,Johannesburg,14440,6/15/2025 9:00,6/15/2025 23:20,Delivered,0,MegaHaul,1315,33.1
D00192,Cape Town,18125,5/28/2025 7:00,5/29/2025 0:49,Delivered,0,SwiftX,579,48.9
D00193,Cape Town,16924,5/9/2025 10:00,5/9/2025 21:20,Delivered,32,MegaHaul,1130,16.7
D00194,Durban,13553,5/18/2025 14:00,5/19/2025 12:42,Delivered,0,RoadRunner,1359,19.1
D00195,Cape Town,19816,5/21/2025 6:00,5/22/2025 1:19,Delivered,0,SkyDrop,147,34.9
D00196,Cape Town,11440,6/18/2025 6:00,6/18/2025 12:16,Delivered,26,SwiftX,978,31.2
D00197,Cape Town,16228,5/26/2025 13:00,5/27/2025 3:35,Delivered,0,SkyDrop,633,40.8
D00198,Johannesburg,14399,6/6/2025 17:00,6/7/2025 7:02,Delivered,0,SwiftX,347,40.7
D00199,Pretoria,16570,6/14/2025 10:00,6/14/2025 18:11,Delivered,25,SkyDrop,55,3.5
D00200,Bloemfontein,14882,6/3/2025 9:00,6/4/2025 3:22,Delivered,35,RoadRunner,498,15.7
D00201,Pretoria,17311,6/11/2025 9:00,6/11/2025 21:09,Delivered,0,SkyDrop,593,21
D00202,Johannesburg,11286,5/31/2025 17:00,6/1/2025 11:42,Delivered,0,SkyDrop,449,13.2
D00203,Bloemfontein,11798,6/23/2025 6:00,6/24/2025 3:27,Delivered,32,MegaHaul,1390,6.1
D00204,Johannesburg,17285,5/21/2025 11:00,5/22/2025 9:22,Delivered,39,RoadRunner,382,18.4
D00205,Gqeberha,14815,6/18/2025 15:00,6/19/2025 6:18,Delivered,0,MegaHaul,54,36.7
D00206,Gqeberha,13273,5/25/2025 7:00,5/25/2025 23:14,Delivered,0,SkyDrop,997,21.5
D00207,Johannesburg,10482,6/13/2025 7:00,6/13/2025 19:12,Delivered,0,SwiftX,666,1.7
D00208,Durban,17622,6/1/2025 16:00,6/2/2025 3:49,Delivered,0,MegaHaul,925,49.4
D00209,Johannesburg,19769,6/23/2025 12:00,6/23/2025 20:38,Delivered,0,SwiftX,704,41
D00210,Durban,19382,6/14/2025 9:00,6/14/2025 22:23,Delivered,0,RoadRunner,77,16.5
D00211,Johannesburg,10707,5/13/2025 6:00,5/13/2025 21:13,Delivered,26,SwiftX,521,4
D00212,Durban,17397,5/8/2025 7:00,5/8/2025 9:06,Delivered,0,MegaHaul,1158,49.7
D00213,Durban,13874,6/3/2025 12:00,6/3/2025 14:55,Delivered,0,SwiftX,1470,47.9
D00214,Johannesburg,13374,6/26/2025 12:00,6/26/2025 17:36,Delivered,69,SkyDrop,1040,17.7
D00215,Durban,11679,5/30/2025 12:00,5/30/2025 18:47,Delivered,0,MegaHaul,634,49.6
D00216,Bloemfontein,12368,6/26/2025 10:00,6/27/2025 5:27,Delivered,0,MegaHaul,982,39.5
D00217,Gqeberha,19715,6/3/2025 9:00,6/3/2025 18:07,Delivered,7,SwiftX,753,18.3
D00218,Johannesburg,12496,5/11/2025 8:00,5/12/2025 5:40,Delivered,37,SkyDrop,147,49.6
D00219,Gqeberha,14107,6/16/2025 6:00,6/16/2025 7:41,Delivered,0,RoadRunner,1457,19.3
D00220,Gqeberha,17629,5/6/2025 8:00,5/7/2025 2:23,Delivered,13,RoadRunner,582,8.1
D00221,Johannesburg,15907,5/18/2025 15:00,5/19/2025 5:12,Delivered,0,RoadRunner,1317,46.2
D00222,Cape Town,14917,6/15/2025 9:00,6/16/2025 0:58,Delivered,0,RoadRunner,906,7.7
D00223,Cape Town,12964,6/3/2025 9:00,6/3/2025 19:25,Delivered,29,MegaHaul,547,25.6
D00224,Cape Town,12494,5/6/2025 16:00,5/6/2025 21:13,Delivered,0,MegaHaul,667,8
D00225,Johannesburg,16488,5/2/2025 16:00,5/3/2025 4:29,Delivered,0,SkyDrop,1084,15.2
D00226,Cape Town,15448,5/28/2025 8:00,5/28/2025 13:22,Delivered,0,SwiftX,768,31.1
D00227,Durban,16928,6/6/2025 12:00,6/7/2025 3:37,Delivered,58,MegaHaul,1091,39.7
D00228,Cape Town,12044,6/4/2025 12:00,6/4/2025 16:11,Delivered,37,MegaHaul,459,36.8
D00229,Pretoria,14481,5/27/2025 10:00,5/27/2025 15:05,Delivered,0,RoadRunner,665,38.1
D00230,Johannesburg,19092,5/1/2025 10:00,5/1/2025 15:01,Delivered,0,SkyDrop,342,3.7
D00231,Johannesburg,14592,6/29/2025 16:00,6/30/2025 4:42,Delivered,0,SwiftX,514,7.9
D00232,Cape Town,10593,6/9/2025 8:00,6/9/2025 18:13,Delivered,0,MegaHaul,401,7.1
D00233,Johannesburg,10392,6/10/2025 6:00,6/11/2025 2:14,Delivered,1,MegaHaul,33,14.3
D00234,Bloemfontein,18123,6/9/2025 10:00,6/10/2025 8:47,Delivered,0,MegaHaul,806,19.6
D00235,Cape Town,10078,5/17/2025 17:00,5/18/2025 8:15,Delivered,0,SwiftX,585,37
D00236,Durban,19223,5/13/2025 13:00,5/13/2025 15:26,Delivered,0,SwiftX,1463,4
D00237,Johannesburg,10147,5/21/2025 13:00,5/21/2025 20:05,Delivered,0,SwiftX,440,38.8
D00238,Durban,18754,6/12/2025 15:00,6/13/2025 13:24,Delivered,0,MegaHaul,372,48.4
D00239,Cape Town,18551,5/25/2025 14:00,5/26/2025 7:01,Delivered,0,MegaHaul,967,6.5
D00240,Durban,19832,6/10/2025 14:00,6/10/2025 21:31,Delivered,14,RoadRunner,771,48.4
D00241,Pretoria,15978,6/9/2025 7:00,6/9/2025 14:34,Delivered,21,MegaHaul,1316,33
D00242,Johannesburg,19127,5/18/2025 12:00,5/18/2025 22:00,Delivered,53,SkyDrop,128,19.7
D00243,Johannesburg,12461,5/20/2025 10:00,5/21/2025 7:27,Delivered,32,MegaHaul,126,40.9
D00244,Gqeberha,14875,6/10/2025 7:00,6/10/2025 10:28,Delivered,0,SwiftX,665,48.9
D00245,Pretoria,10646,5/23/2025 17:00,5/23/2025 22:14,Delivered,52,RoadRunner,666,49.2
D00246,Bloemfontein,13537,5/2/2025 10:00,5/2/2025 19:01,Delivered,19,SwiftX,1435,42.1
D00247,Pretoria,11724,6/2/2025 13:00,6/2/2025 23:15,Delivered,41,SkyDrop,23,8
D00248,Johannesburg,19496,6/6/2025 13:00,6/6/2025 20:01,Delivered,0,MegaHaul,133,37.2
D00249,Gqeberha,15343,6/11/2025 7:00,6/11/2025 15:52,Delivered,0,MegaHaul,306,31
D00250,Johannesburg,12159,5/13/2025 14:00,5/13/2025 23:48,Delivered,29,SwiftX,1040,37.4
